0.	0.06370695600316285	0.5
0.02	-0.18217211638519254	0.5
0.04	0.18726288581233647	0.5
0.06	0.30477932400106456	0.5
0.08	0.3603697414437735	0.5
0.1	-0.5079195552892664	0.5
0.12	0.76136088448298	0.5
0.14	-0.35927163537868984	0.5
0.16	-0.6536480142693846	0.5
0.18	0.447667299635077	0.5
0.2	-1.4304451788925017	0.5
0.22	0.07791859992257519	0.5
0.24	0.726448838190499	0.5
0.26	0.025589025387076886	0.5
0.28	0.2535833893683948	0.5
0.3	-0.3449577202299832	0.5
0.32	0.590382309901127	0.5
0.34	0.6328304054162164	0.5
0.36	0.00888532436222413	0.5
0.38	0.038009011808020896	0.5
0.4	-0.18893762029895778	0.5
0.42	-0.41608601621365776	0.5
0.44	0.40221828366679296	0.5
0.46	0.3489840324550668	0.5
0.48	-0.1588435918011889	0.5
0.5	0.018148691328646216	0.5
0.52	0.3649747560498183	0.5
0.54	0.10097643056629288	0.5
0.56	0.5255805449921434	0.5
0.58	0.19474014722202782	0.5
0.6	0.9179918367508637	0.5
0.62	-0.7429034505076216	0.5
0.64	0.29431055870463635	0.5
0.66	0.6423834294021747	0.5
0.68	1.6047538745344643	0.5
0.7000000000000001	0.5160309759813044	0.5
0.72	0.48590904177373795	0.5
0.74	0.7716589989187839	0.5
0.76	1.7120709369901088	0.5
0.78	1.0940418080257144	0.5
0.8	1.9979265040412373	0.5
0.8200000000000001	0.7867769800674702	0.5
0.84	2.125928075812137	0.5
0.86	1.112730956668579	0.5
0.88	1.6395609929468293	0.5
0.9	0.6497802227624674	0.5
0.92	1.586067113693446	0.5
0.9400000000000001	1.334969822082615	0.5
0.96	1.6951060993795475	0.5
0.98	2.595726435148979	0.5
1.	0.9026097061858713	0.5
